,time,AdaptionUnit.Aircraft_State,AdaptionUnit.LHexTout,AdaptionUnit.CPUtime,AdaptionUnit.EventCounter,AdaptionUnit.sWsignals.Aircraft_State,AdaptionUnit.sWsignals.TLiquid,Atmos.Alt,Atmos.Ma,Atmos.CPUtime,Atmos.EventCounter,Atmos.Pamb,Atmos.Tamb,Consumer.Alt,Consumer.Mach,Consumer.Pamb,Consumer.Tamb,Consumer.consumerFeed.hn,Consumer.consumerFeed.m,Consumer.consumerRet.hn,Consumer.consumerRet.m,Consumer.heatLoad,Consumer.CPUtime,Consumer.EventCounter,Consumer.consumerFeed.h,Consumer.consumerFeed.p,Consumer.consumerRet.h,Consumer.consumerRet.p,Consumer.inletTemp,Consumer.outletTemp,ECS_HW.Alt,ECS_HW.Mach,ECS_HW.Pamb,ECS_HW.Tamb,ECS_HW.consumerFeed.h,ECS_HW.consumerFeed.p,ECS_HW.consumerRet.h,ECS_HW.consumerRet.p,ECS_HW.reqCoolingTemperature,ECS_HW.CPUtime,ECS_HW.EventCounter,ECS_HW.LHexTout,ECS_HW.consumerFeed.hn,ECS_HW.consumerFeed.m,ECS_HW.consumerRet.hn,ECS_HW.consumerRet.m,ECS_SW.Input.Aircraft_State,ECS_SW.Input.TLiquid,ECS_SW.TCoolingPack
30,31.2,0.0,297.360390881,0.728458,3,0,297.360390881,1036.66666667,0.1244,0.728113,3,89475.0945772,281.411666667,1036.66666667,0.1244,89475.0945772,281.411666667,75009.3796024,-0.362043710296,74069.6171191,0.363361947324,50.0,0.727763,4,75009.3797025,573972.209423,74821.0860659,525606.87901,297.139378731,297.079705281,1036.66666667,0.1244,89475.0945772,281.411666667,74975.145069,573998.781574,74786.5668145,525632.936511,513.0,0.728713,7,297.371599886,75043.6694169,-0.362042390396,74103.4913435,0.363382238081,0,297.360390881,513.0
31,32.2,0.0,297.473734829,0.744001,3,0,297.473734829,1070.0,0.1284,0.743656,3,89113.5979637,281.195,1070.0,0.1284,89113.5979637,281.195,75354.9561434,-0.362032909076,74410.5816061,0.363551818498,50.0,0.743306,4,75354.9561434,573683.616082,75168.6748117,525324.531817,297.248886103,297.189858553,1070.0,0.1284,89113.5979637,281.195,75320.1108762,573714.290057,75133.6903182,525354.452053,513.0,0.744265,7,297.485232719,75389.8689091,-0.362032314358,74444.8455941,0.363569319969,0,297.473734829,513.0
32,33.2,0.0,297.590225674,0.759876,3,0,297.590225674,1103.33333333,0.1324,0.759531,3,88753.2849055,280.978333333,1103.33333333,0.1324,88753.2849055,280.978333333,75707.5127215,-0.362029533919,74756.0484939,0.363716269591,50.0,0.759182,4,75707.5124474,573356.735745,75522.0528298,525006.689,297.360589716,297.301830821,1103.33333333,0.1324,88753.2849055,280.978333333,75671.893587,573390.916841,75486.4167686,525039.87259,513.0,0.760127,7,297.602068229,75743.2173378,-0.362029855301,74790.6735087,0.363731454359,0,297.590225674,513.0
33,34.2,0.0,297.710365956,0.775469,3,0,297.710365956,1136.66666667,0.1364,0.775124,3,88394.1524359,280.761666667,1136.66666667,0.1364,88394.1524359,280.761666667,76068.6960419,-0.362034373197,75104.7848384,0.363859977998,50.0,0.774774,4,76068.6960418,572998.814325,75882.6914676,524659.918403,297.475010503,297.416087433,1136.66666667,0.1364,88394.1524359,280.761666667,76032.1455693,573035.898333,75846.2519065,524695.795274,513.0,0.775742,7,297.722598806,76105.3484443,-0.362036605189,75139.1316624,0.363873206037,0,297.710365956,513.0
34,35.2,0.0,297.834653832,0.796629,3,0,297.834653832,1170.0,0.1404,0.796284,3,88036.1975933,280.545,1170.0,0.1404,88036.1975933,280.545,76440.1196639,-0.362046323494,75460.3042904,0.363987369815,50.0,0.795934,4,76440.1196705,572614.859729,76252.2088962,524288.922829,297.592658087,297.533139957,1170.0,0.1404,88036.1975933,280.545,76402.4709477,572654.336588,76214.8093943,524326.990388,513.0,0.796891,7,297.847330952,76477.8857205,-0.362047994954,75496.198845,0.363999347358,0,297.834653832,513.0
35,36.2,0.0,297.963598589,0.811957,3,0,297.963598589,1203.33333333,0.1444,0.811611,3,87679.417421,280.328333333,1203.33333333,0.1444,87679.417421,280.328333333,76823.3923723,-0.362065364148,75822.6315883,0.364101760295,50.0,0.811262,4,76823.392899,572208.969307,76632.1311944,523897.75245,297.714040747,297.653470468,1203.33333333,0.1444,87679.417421,280.328333333,76784.4910652,572250.487066,76593.6996334,523937.661218,513.0,0.812239,7,297.97676864,76862.4358642,-0.36206719834,75859.5699982,0.364112667968,0,297.963598589,513.0
36,37.2,0.0,298.097665679,0.82827,3,0,298.097665679,1236.66666667,0.1484,0.827924,3,87323.8089677,280.111666667,1236.66666667,0.1484,87323.8089677,280.111666667,77220.0506244,-0.3620877157,76195.429648,0.364206493466,50.0,0.827574,4,77220.0506245,571784.449715,77024.2862791,523489.62549,297.839642761,297.777656291,1236.66666667,0.1484,87323.8089677,280.111666667,77179.7407491,571827.680711,76984.4911801,523531.127525,513.0,0.828538,7,298.111372754,77260.5127353,-0.362091136615,76232.6420151,0.364216398745,0,298.097665679,513.0
37,38.2,0.0,298.237341469,0.843927,3,0,298.237341469,1270.0,0.1524,0.843575,3,86969.3692871,279.895,1270.0,0.1524,86969.3692871,279.895,77631.6783902,-0.362117468032,76576.8901779,0.364303381158,50.0,0.84322,4,77631.6784792,571344.650923,77429.8855711,523067.312414,297.969964102,297.906079155,1270.0,0.1524,86969.3692871,279.895,77589.7941795,571389.211332,77388.6796631,523110.118281,513.0,0.844183,7,298.251633351,77673.7199187,-0.362120007108,76616.1255862,0.364312820533,0,298.237341469,513.0
38,39.2,0.0,298.383073204,0.859949,3,0,298.383073204,1303.33333333,0.1564,0.859604,3,86616.0954382,279.678333333,1303.33333333,0.1564,86616.0954382,279.678333333,78059.7982587,-0.362152357499,76969.2987661,0.364394844522,50.0,0.859255,4,78059.7982589,570891.827307,77850.6174473,522633.27353,298.105484132,298.03927146,1303.33333333,0.1564,86616.0954382,279.678333333,78016.1984307,570937.625031,77807.8236879,522677.145601,513.0,0.860223,7,298.397999007,78103.5818243,-0.36215517211,77009.8779191,0.364403908693,0,298.383073204,513.0
39,40.2,0.0,298.535336643,0.880625,3,0,298.535336643,1336.66666667,0.1604,0.880279,3,86263.984485,279.461666667,1336.66666667,0.1604,86263.984485,279.461666667,78505.8844449,-0.362186540444,77378.7986151,0.364483555747,50.0,0.879928,4,78505.8827169,570427.176799,78287.9602878,522189.018022,298.246666268,298.177698706,1336.66666667,0.1604,86263.984485,279.461666667,78460.4233884,570474.162469,78243.4124924,522233.88489,513.0,0.88088,7,298.550942664,78551.5426685,-0.362190603034,77420.2974484,0.36449224598,0,298.535336643,513.0
